title,release_year,author,genre,publisher,synopsis
"Ear, The (Ucho)",1999,Belvia Flukes,Horror,Hoppe Group,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
No Logo,2005,Greg Goane,Crime,Cummings LLC,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Marvellous,1995,Phaidra Shovelbottom,Romance,Rolfson-Ebert,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
Noise,2005,Blinnie Medcalfe,Crime,Bednar-Feil,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
Tron: Legacy,2009,Ianthe Speers,Documentary,Schaefer-Schaefer,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Sleepy Hollow,1998,Pernell Messer,Documentary,Aufderhar LLC,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
Independence Day (a.k.a. ID4),2005,Tamara McGhee,Horror,Aufderhar LLC,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
Ran,2009,Sal Paulich,Horror,Greenfelder-Batz,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Flight of the Navigator,2004,Filippo Pelzer,Documentary,Greenfelder-Batz,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Manhattan Melodrama,2006,Malena Trevett,Action,Boyle and Gerhold,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
Mister Buddwing,2006,Fancie Jouaneton,Detective,Fisher and Sons,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
"Black Windmill, The",1993,Dion Churm,Fantasy,Bednar-Feil,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La)",1995,Blinnie Medcalfe,Horror,Boyle and Gerhold,Fusce consequat. Nulla nisl. Nunc nisl.
Mannequin,1998,Johnathon Moulder,Romance,Bednar-Feil,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Suicide Kings,2006,Petey Lorman,Action,Rolfson-Ebert,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
Judgement Day,2011,Ferdinand Geroldi,Fantasy,Greenfelder-Batz,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
"Cost of Living, The (Le coût de la vie)",1964,Clair Soden,War,Steuber Inc,Fusce consequat. Nulla nisl. Nunc nisl.
"Tripper, The",2002,Gussi Stell,Comedy,Williamson-Kirlin,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
One in the Chamber,2008,Billye Cosely,Documentary,Reichert-Stamm,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
H.H. Holmes: America's First Serial Killer,1992,Natal Chaplin,Thriller,Boyle and Gerhold,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
Return to Horror High,2000,Guenevere Joanic,Documentary,Schiller-Hartmann,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Every Which Way But Loose,1998,Pascale Riedel,Thriller,Kuhn Group,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
Dead Silent,2007,Ileana Lant,Mystery,Mitchell and Koch,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Something the Lord Made,2003,Lacey Ventom,Drama,Orn-Denesik,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
Mutant Action (Acción Mutante),1995,Billye Cosely,Documentary,Huels and Sons,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
The Diary of a Teenage Girl,2001,Konstance Sheirlaw,Fantasy,Huels and Sons,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
"Wedding, A",1993,Tamarra Boake,Detective,DuBuque-Mosciski,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
Savages,2007,Dukie Goodbar,War,Moore Inc,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Festival in Cannes,1998,Enid Spours,Action,Schaefer-Schaefer,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Dead Man's Bluff,2009,Temp Leblanc,Detective,Johnson-Wiza,Fusce consequat. Nulla nisl. Nunc nisl.
Showrunners: The Art of Running a TV Show,2001,Lowrance Jahncke,Documentary,Goyette and Koss,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
10.5: Apocalypse,1995,Trumann Poulney,Documentary,Bednar-Feil,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
"Plumm Summer, A",2010,Alfonse Henzer,Detective,Zboncak-Feil,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Daisies (Sedmikrasky),1969,Emmalynn Kaine,War,Lehner-Hermiston,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
"Bullet for the General, A (Quién Sabe?)",2011,Brier Stannislawski,Romance,Greenfelder-Batz,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Ants in the Pants 2,2000,Cristal Loomis,Horror,Lehner-Hermiston,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
Voodoo Dawn,1948,Opalina Sollner,Horror,Collier and O'Hara,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
"Guitar, The",1986,Margalit Green,Documentary,Boyle and Gerhold,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
Where the Money Is,1991,Donnamarie Gascar,Crime,Barton Group,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
"Idiot Returns, The (Návrat idiota)",2010,Jacinta Rosson,Fantasy,Hoppe and Bins,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
American Pastime,2008,Marten Felten,Detective,Moore Inc,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Plans for Tomorrow (Planes para mañana),2006,Thedric Mc Gorley,Thriller,Hoppe Group,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
Let the Right One In (Låt den rätte komma in),2012,Sollie Heaselgrave,Fantasy,Huel and Doyle,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Outside Satan (Hors Satan),1999,Royall Ambrogini,Mystery,Bode LLC,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
"Necessities of Life, The (Ce qu'il faut pour vivre)",2003,Inglebert Bloan,Romance,Beatty-Beatty,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
"Sisterhood of the Traveling Pants, The",2007,Robbi Aberkirder,Sci-Fi,Robel-Boehm,In congue. Etiam justo. Etiam pretium iaculis justo.
Listen to Your Heart,2012,Doro Hallatt,Thriller,Aufderhar LLC,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
Children Underground,1995,Adena Funnell,Romance,Lang Inc,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
Gozu (Gokudô kyôfu dai-gekijô: Gozu),1963,Nicole Burden,Romance,Williamson-Kirlin,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
"Party, The (Boum, La)",1999,Gordan MacComiskey,Horror,Williamson-Kirlin,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
The Red Inn,2003,Donnajean McPake,Detective,Feil and Schmeler,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
In Old Arizona,2012,Leo Haskew,Crime,Moore and Volkman,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
"Devil's in the Details, The",2010,Yorke Bleything,Horror,Ullrich LLC,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
From the Sky Down,2012,Royall Ambrogini,Action,Bednar-Feil,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
"Rise of Catherine the Great, The",2006,Joyous Burgne,Comedy,Fisher and Sons,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Man of a Thousand Faces,1997,Athena Slinger,Action,Bednar-Feil,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1987,Hyacintha Oliphard,Romance,Mitchell and Koch,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
Dylan Moran: Monster,2009,Denny Dict,Romance,Moore Inc,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
There Be Dragons,2003,Felicdad Fletcher,Fantasy,Orn-Denesik,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
"Girl, The",2005,Lowrance Jahncke,Action,Collins and Sons,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
Pulse,2000,Renell Kornilyev,War,Greenfelder-Batz,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Harakiri,1995,Marlo Roelofs,Action,Boyle and Gerhold,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
"Mod Squad, The",2003,Demetris Manifould,Sci-Fi,Huel and Doyle,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Tactical Force,2010,Glen Berrey,Romance,Bednar-Feil,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
"Flintstones, The",2002,Renell Kornilyev,Sci-Fi,Boyle and Gerhold,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
Black Angel,2002,Janifer Mariet,Thriller,Connelly and Dare,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
Main Hoon Na,2004,Amalita Tomasian,Thriller,Bode LLC,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
Flash Gordon's Trip to Mars,1992,Rube Wellbank,Sci-Fi,Steuber Inc,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Son of Flubber,2008,Aleece Mitkcov,Horror,Rowe and Lehner,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
"Three Stooges in Orbit, The",1990,Alysa Robart,Horror,Lehner-Hermiston,Sed ante. Vivamus tortor. Duis mattis egestas metus.
"Hit List, The",1993,Kendra Balstone,Detective,Schiller-Hartmann,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Angela's Ashes,2005,Robinett Lilleycrop,War,Beatty-Beatty,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Mephisto,2009,Malena Trevett,Crime,Aufderhar LLC,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
Double Harness,2012,Jaimie Loy,Crime,Williamson-Kirlin,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
Body Heat,2012,Rickard McBlain,Fantasy,Steuber Inc,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Going Berserk,2007,Leigha Goane,Thriller,Ullrich LLC,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
World Trade Center,2001,Denys Wilcher,Thriller,Feil and Schmeler,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
The Perfect World of Kai,1989,Antone Twist,Documentary,Bode LLC,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Music for One Apartment and Six Drummers,2007,Ram Tissington,War,Barton Inc,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Hoodlum,1988,Zorana Francie,Detective,Collier and O'Hara,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Lesson of the Evil (Aku no kyôten),2007,Jamie O' Gara,War,Steuber Inc,Sed ante. Vivamus tortor. Duis mattis egestas metus.
Heart of a Lion,2009,Cyb Arndell,Sci-Fi,Bode LLC,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
Black Friday,1994,Osbert Norkett,Fantasy,Rolfson-Ebert,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
"Stepfather, The",1994,Felisha Jeune,Horror,Kuhn Group,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Immortel (ad vitam) (Immortal),1991,Niki Faiers,Detective,Ullrich LLC,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
Dark Night of the Scarecrow,2009,Noble Muttitt,Sci-Fi,Weimann and Daugherty,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
Animal Kingdom,2001,Trace Eccott,Drama,Connelly and Dare,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Fjols til fjells,1993,Madel Skellorne,Thriller,Williamson-Kirlin,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
Down Twisted,2001,Fran Povall,Romance,Mitchell and Koch,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
Girls Just Want to Have Fun,2011,Uriel Shiell,Action,Williamson-Kirlin,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Snipes,1986,Whitby Floyed,Action,Bode LLC,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Chicken Little,2002,Noellyn Doorly,Detective,Schiller-Hartmann,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Wild Animals (Yasaeng dongmul bohoguyeog),2012,Kristopher Ormiston,Crime,Bednar-Feil,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Toward the Unknown,2006,Dalenna Lowe,Drama,Hodkiewicz-Greenfelder,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
Drift,2005,Antone Twist,Crime,Collier and O'Hara,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
"Hypnotist, The (Hypnotisören)",2004,Rickard McBlain,Romance,Johnson-Wiza,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
